1000, 1, 168, 0.000515, 1.000000, 1.000000
1000, 1, 168, 0.000435, 1.000000, 1.000000
1000, 1, 168, 0.000342, 1.000000, 1.000000
1000, 1, 168, 0.000358, 1.000000, 1.000000
1000, 1, 168, 0.000417, 1.000000, 1.000000
1000, 1, 168, 0.000466, 1.000000, 1.000000
1000, 1, 168, 0.000376, 1.000000, 1.000000
1000, 1, 168, 0.000426, 1.000000, 1.000000
1000, 1, 168, 0.000430, 1.000000, 1.000000
1000, 1, 168, 0.000473, 1.000000, 1.000000

1000, 2, 168, 0.000617, 0.767157, 0.383579
1000, 2, 168, 0.000611, 0.775065, 0.387533
1000, 2, 168, 0.000552, 0.857515, 0.428758
1000, 2, 168, 0.000509, 0.929685, 0.464842
1000, 2, 168, 0.000558, 0.847819, 0.423910
1000, 2, 168, 0.000535, 0.885383, 0.442692
1000, 2, 168, 0.000532, 0.889958, 0.444979
1000, 2, 168, 0.000619, 0.765416, 0.382708
1000, 2, 168, 0.000673, 0.703524, 0.351762
1000, 2, 168, 0.000615, 0.770063, 0.385032

1000, 3, 168, 0.000631, 0.750568, 0.250189
1000, 3, 168, 0.000650, 0.728502, 0.242834
1000, 3, 168, 0.000633, 0.748388, 0.249463
1000, 3, 168, 0.000691, 0.684822, 0.228274
1000, 3, 168, 0.000716, 0.661685, 0.220562
1000, 3, 168, 0.000646, 0.732992, 0.244331
1000, 3, 168, 0.000342, 1.382418, 0.460806
1000, 3, 168, 0.000366, 1.294718, 0.431573
1000, 3, 168, 0.000302, 1.569754, 0.523251
1000, 3, 168, 0.000323, 1.464941, 0.488314

1000, 4, 168, 0.000302, 1.566513, 0.391628
1000, 4, 168, 0.000310, 1.527318, 0.381829
1000, 4, 168, 0.000345, 1.373750, 0.343438
1000, 4, 168, 0.000311, 1.523813, 0.380953
1000, 4, 168, 0.000342, 1.382657, 0.345664
1000, 4, 168, 0.000298, 1.586402, 0.396600
1000, 4, 168, 0.000274, 1.728808, 0.432202
1000, 4, 168, 0.000365, 1.298059, 0.324515
1000, 4, 168, 0.000310, 1.525040, 0.381260
1000, 4, 168, 0.000323, 1.466138, 0.366535

10000, 1, 1229, 0.000834, 1.000000, 1.000000
10000, 1, 1229, 0.000815, 1.000000, 1.000000
10000, 1, 1229, 0.000888, 1.000000, 1.000000
10000, 1, 1229, 0.000939, 1.000000, 1.000000
10000, 1, 1229, 0.000837, 1.000000, 1.000000
10000, 1, 1229, 0.000851, 1.000000, 1.000000
10000, 1, 1229, 0.000858, 1.000000, 1.000000
10000, 1, 1229, 0.000855, 1.000000, 1.000000
10000, 1, 1229, 0.000863, 1.000000, 1.000000
10000, 1, 1229, 0.000894, 1.000000, 1.000000

10000, 2, 1229, 0.001536, 0.582024, 0.291012
10000, 2, 1229, 0.001464, 0.610581, 0.305290
10000, 2, 1229, 0.001608, 0.556017, 0.278009
10000, 2, 1229, 0.001545, 0.578594, 0.289297
10000, 2, 1229, 0.001567, 0.570589, 0.285295
10000, 2, 1229, 0.001483, 0.602976, 0.301488
10000, 2, 1229, 0.001523, 0.586860, 0.293430
10000, 2, 1229, 0.001469, 0.608383, 0.304192
10000, 2, 1229, 0.001479, 0.604391, 0.302196
10000, 2, 1229, 0.003170, 0.281999, 0.140999

10000, 3, 1229, 0.003434, 0.260358, 0.086786
10000, 3, 1229, 0.003333, 0.268191, 0.089397
10000, 3, 1229, 0.003724, 0.240086, 0.080029
10000, 3, 1229, 0.003482, 0.256719, 0.085573
10000, 3, 1229, 0.002868, 0.311691, 0.103897
10000, 3, 1229, 0.003074, 0.290832, 0.096944
10000, 3, 1229, 0.003175, 0.281528, 0.093843
10000, 3, 1229, 0.002655, 0.336705, 0.112235
10000, 3, 1229, 0.002729, 0.327560, 0.109187
10000, 3, 1229, 0.003769, 0.237198, 0.079066

10000, 4, 1229, 0.005574, 0.160383, 0.040096
10000, 4, 1229, 0.004563, 0.195922, 0.048980
10000, 4, 1229, 0.004032, 0.221698, 0.055424
10000, 4, 1229, 0.004412, 0.202613, 0.050653
10000, 4, 1229, 0.004337, 0.206122, 0.051530
10000, 4, 1229, 0.004156, 0.215105, 0.053776
10000, 4, 1229, 0.004565, 0.195825, 0.048956
10000, 4, 1229, 0.004549, 0.196506, 0.049126
10000, 4, 1229, 0.004271, 0.209315, 0.052329
10000, 4, 1229, 0.004467, 0.200105, 0.050026

100000, 1, 9592, 0.027706, 1.000000, 1.000000
100000, 1, 9592, 0.027878, 1.000000, 1.000000
100000, 1, 9592, 0.027793, 1.000000, 1.000000
100000, 1, 9592, 0.026583, 1.000000, 1.000000
100000, 1, 9592, 0.023855, 1.000000, 1.000000
100000, 1, 9592, 0.014940, 1.000000, 1.000000
100000, 1, 9592, 0.013636, 1.000000, 1.000000
100000, 1, 9592, 0.013678, 1.000000, 1.000000
100000, 1, 9592, 0.013503, 1.000000, 1.000000
100000, 1, 9592, 0.013638, 1.000000, 1.000000

100000, 2, 9592, 0.011452, 1.190832, 0.595416
100000, 2, 9592, 0.011299, 1.206967, 0.603484
100000, 2, 9592, 0.011955, 1.140745, 0.570373
100000, 2, 9592, 0.011677, 1.167912, 0.583956
100000, 2, 9592, 0.016625, 0.820287, 0.410144
100000, 2, 9592, 0.020939, 0.651292, 0.325646
100000, 2, 9592, 0.016725, 0.815427, 0.407714
100000, 2, 9592, 0.012271, 1.111365, 0.555683
100000, 2, 9592, 0.011624, 1.173222, 0.586611
100000, 2, 9592, 0.011494, 1.186478, 0.593239

100000, 3, 9592, 0.013594, 1.003214, 0.334405
100000, 3, 9592, 0.013568, 1.005113, 0.335038
100000, 3, 9592, 0.014030, 0.972055, 0.324018
100000, 3, 9592, 0.012698, 1.074023, 0.358008
100000, 3, 9592, 0.013967, 0.976398, 0.325466
100000, 3, 9592, 0.017168, 0.794352, 0.264784
100000, 3, 9592, 0.025934, 0.525856, 0.175285
100000, 3, 9592, 0.027746, 0.491517, 0.163839
100000, 3, 9592, 0.019902, 0.685243, 0.228414
100000, 3, 9592, 0.014234, 0.958110, 0.319370

100000, 4, 9592, 0.015908, 0.857294, 0.214324
100000, 4, 9592, 0.016554, 0.823813, 0.205953
100000, 4, 9592, 0.017097, 0.797672, 0.199418
100000, 4, 9592, 0.018296, 0.745405, 0.186351
100000, 4, 9592, 0.017756, 0.768079, 0.192020
100000, 4, 9592, 0.017489, 0.779786, 0.194946
